"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"entrezgene_id"	"hgnc_symbol"	"description"
"59"	"ENSG00000046604"	51.0717346838796	1.59781055374684	0.533900738036547	2.97573582589344	0.00292286525359997	0.0247568437198632	1829	"DSG2"	"desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]"
"60"	"ENSG00000046889"	13.4952898009399	1.75356113075627	0.578301879956565	3.15900550323192	0.00158308501022734	0.0157073125609229	80243	"PREX2"	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]"
"61"	"ENSG00000047597"	7.22609134779363	1.71094170412301	0.577984500108633	2.74880305451524	0.00598133132881015	0.0420663426456281	7504	"XK"	"X-linked Kx blood group [Source:HGNC Symbol;Acc:HGNC:12811]"
"62"	"ENSG00000049192"	215.630763126599	2.1105301124486	0.233107318812701	9.02304319987864	1.82935395290501e-19	5.5948565759657e-17	11174	"ADAMTS6"	"ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]"
"63"	"ENSG00000049449"	315.007724984435	1.07881258808837	0.26119478879342	4.13834236947992	3.49824088564367e-05	0.000761271035806612	5954	"RCN1"	"reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]"
"64"	"ENSG00000050030"	40.7841777489254	-5.39043860568239	0.444128348867323	-7.21995804083107	5.2003617586257e-13	7.11990430325256e-11	340533	"NEXMIF"	"neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433]"
"65"	"ENSG00000050438"	58.6416710728078	2.03302795246823	0.440511745123572	4.61084437838498	4.01036681231977e-06	0.000123486560131185	9498	"SLC4A8"	"solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]"
"66"	"ENSG00000050555"	45.2005047409021	-1.68247587613904	0.49850575424464	-3.30941851590827	0.000934899744696243	0.0104590464765029	10319	"LAMC3"	"laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]"
"67"	"ENSG00000051341"	49.1885658912499	1.58088305769779	0.406890933269838	3.86187849494852	0.000112518526262736	0.00193206690887737	10721	"POLQ"	"DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]"
"68"	"ENSG00000052126"	218.225674116113	1.27096737570966	0.371991946279756	3.40801374582066	0.00065437598209145	0.00787757299292218	54477	"PLEKHA5"	"pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]"
"69"	"ENSG00000054793"	127.635779143816	1.42589453852583	0.501302871194049	2.86777763496006	0.00413365946966825	0.0320826409868079	10079	"ATP9A"	"ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]"
"70"	"ENSG00000056998"	6.69718477951347	2.49035165614289	0.550578053278984	3.55205189185253	0.000382239469929061	0.00511581530658458	8908	"GYG2"	"glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]"
"71"	"ENSG00000057657"	333.190512238119	-2.38884330138244	0.40445548016308	-5.94552437018792	2.75573245234295e-09	2.01186247940083e-07	639	"PRDM1"	"PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]"
"72"	"ENSG00000059377"	161.47951750804	1.56461802938027	0.316125661816851	4.93914235523148	7.84669155363257e-07	2.94993892428259e-05	6916	"TBXAS1"	"thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]"
"73"	"ENSG00000059588"	5684.8965637726	1.08273106568641	0.123351620565742	8.77781154396554	1.6668627169165e-18	4.43816905991226e-16	6894	"TARBP1"	"TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]"
"74"	"ENSG00000060138"	1489.51584860753	2.05536156929288	0.295560971474155	6.95911398590301	3.424193853215e-12	4.23477351289409e-10	8531	"YBX3"	"Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]"
"75"	"ENSG00000060558"	862.38564045034	2.47113405207431	0.547687358242297	4.96276119261863	6.94980123219312e-07	2.66138581196269e-05	2769	"GNA15"	"G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]"
"76"	"ENSG00000060982"	584.952425477115	2.4754550273355	0.543734043703917	4.83873274184291	1.30669616249093e-06	4.6571885904716e-05	586	"BCAT1"	"branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]"
"77"	"ENSG00000061918"	107.063951943757	2.00885771872889	0.545969470978346	3.7661186814042	0.000165804999669034	0.00261134220773109	2983	"GUCY1B1"	"guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]"
"78"	"ENSG00000062370"	38.1510347593802	2.35105992315552	0.398551993943979	5.72035625946878	1.06300925354098e-08	6.55532027960202e-07	7771	"ZNF112"	"zinc finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12892]"
"79"	"ENSG00000062524"	28.4937179915812	-1.4166797962532	0.445313355022575	-3.14126599650405	0.00168219175259496	0.016481109846203	4058	"LTK"	"leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]"
"80"	"ENSG00000063438"	15.0751404365058	2.05197864647757	0.487205386453438	4.00295697833519	6.25556809497912e-05	0.00121316210047616	NA	"AHRR"	"aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]"
"81"	"ENSG00000064225"	123.051279163706	1.60004955241372	0.578371095400364	2.82054538807355	0.00479420908336495	0.0356681590975396	10402	"ST3GAL6"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]"
"82"	"ENSG00000064652"	33.5230560588185	-2.31937206801948	0.396864503090948	-5.73715969520109	9.62774688419803e-09	6.00534055026548e-07	28966	"SNX24"	"sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533]"
"83"	"ENSG00000064989"	76.1156056897919	1.9640978690191	0.491956199602504	3.99804405326711	6.38680662596003e-05	0.00123374782606656	10203	"CALCRL"	"calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]"
"84"	"ENSG00000065328"	48.2475700304185	1.64966227443282	0.527152715849747	3.13265937997935	0.00173230347839837	0.0168408472178316	55388	"MCM10"	"minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]"
"85"	"ENSG00000065485"	200.176298642909	1.17819831421153	0.246707967057667	4.77445225818577	1.80197023174043e-06	6.2358089120412e-05	10954	"PDIA5"	"protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811]"
"86"	"ENSG00000066056"	84.3172569253269	2.6150499185561	0.498482785150194	5.17056974556793	2.33381347458102e-07	1.01837709966725e-05	7075	"TIE1"	"tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]"
"87"	"ENSG00000066279"	49.4016776824726	1.58190785084094	0.484910264595448	3.22445223557775	0.00126213909451624	0.0132129704158408	259266	"ASPM"	"abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048]"
"88"	"ENSG00000066294"	1500.32864084234	-1.88643524144087	0.314034783689632	-6.00144061533235	1.95574471691308e-09	1.50042082824328e-07	8832	"CD84"	"CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]"
"89"	"ENSG00000066382"	37.6726636454849	1.87950750200267	0.578889857802011	3.34392290145009	0.000826026898717918	0.00948966536638778	744	"MPPED2"	"metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]"
"90"	"ENSG00000067141"	416.196706025527	-3.13968448929613	0.402635919223223	-7.78836291583237	6.78829670796517e-15	1.17276893965395e-12	4756	"NEO1"	"neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]"
"91"	"ENSG00000067445"	178.174418054425	1.3114558685893	0.342097303579258	3.82379666261783	0.000131412303739033	0.00218685533692779	7216	"TRO"	"trophinin [Source:HGNC Symbol;Acc:HGNC:12326]"
"92"	"ENSG00000067840"	47.5154879286246	-1.5117916088381	0.518011683333741	-2.8542133694689	0.00431435440600045	0.0330431366892054	57595	"PDZD4"	"PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]"
"93"	"ENSG00000067842"	5.26136123458834	2.36332396807782	0.554542635167393	3.50898704693299	0.000449816811185351	0.00586758159697225	492	"ATP2B3"	"ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]"
"94"	"ENSG00000068078"	23.6531324715072	1.88717504142928	0.540382262179069	3.35178146782065	0.000802933720403159	0.00929038648270158	2261	"FGFR3"	"fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]"
"95"	"ENSG00000068615"	23.1666069161644	1.9167871044628	0.474011819358374	3.95158333451592	7.76358276693679e-05	0.00144257311314707	65055	"REEP1"	"receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]"
"96"	"ENSG00000069702"	363.799666341576	-3.55420044839631	0.317611160539012	-11.135676354565	8.41041254465213e-29	5.56721236632122e-26	7049	"TGFBR3"	"transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]"
"97"	"ENSG00000069869"	444.9182378063	1.37295420473024	0.32159067438941	4.26851380879044	1.96779647967582e-05	0.00047127163944998	4734	"NEDD4"	"NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]"
"98"	"ENSG00000070087"	286.958378725508	-1.67062575360713	0.39621896755617	-4.20555380725963	2.60443613963178e-05	0.000597199581683347	5217	"PFN2"	"profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]"
"99"	"ENSG00000070159"	10.2545065834001	-1.85927723942239	0.559656031231423	-3.26032381074507	0.0011128508379338	0.0119535074343227	5774	"PTPN3"	"protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]"
"100"	"ENSG00000070669"	60.5550318478785	-1.02389921164743	0.317378813269463	-3.22233519561531	0.00127150289297055	0.01327846432597	440	"ASNS"	"asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]"
"101"	"ENSG00000071539"	49.0407500511988	1.59275508861489	0.359054275818103	4.40356195831164	1.06487852736575e-05	0.000284873886895291	9319	"TRIP13"	"thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307]"
"102"	"ENSG00000071967"	134.907315358699	2.43751247446334	0.471786142250919	5.14597793250859	2.66130708728541e-07	1.14023327717021e-05	79901	"CYBRD1"	"cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]"
"103"	"ENSG00000072110"	12728.1848816423	1.07578364323181	0.355931835309878	3.01652320544801	0.00255691645978728	0.0224905298553851	87	"ACTN1"	"actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
"104"	"ENSG00000072163"	414.439715297241	1.18602697243759	0.419796510601765	2.80966810301452	0.00495926127631675	0.0365805137089824	55679	"LIMS2"	"LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]"
"105"	"ENSG00000072422"	21.4334638514159	2.3251927221698	0.472265573185241	4.65500882650987	3.23966828282369e-06	0.000103267848699811	9886	"RHOBTB1"	"Rho related BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18738]"
"106"	"ENSG00000072571"	43.9211666459783	1.32205104416018	0.457061210672458	2.88623283099468	0.00389883610330231	0.0307023168719338	3161	"HMMR"	"hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]"
"107"	"ENSG00000072682"	56.7957068563962	1.44430870555901	0.577525887297416	3.36843814699517	0.000755953568673034	0.00885087489198557	8974	"P4HA2"	"prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]"
"108"	"ENSG00000073111"	342.712349311211	1.39798339668178	0.337982194749465	4.13624926256725	3.53028707383272e-05	0.000766770221257026	4171	"MCM2"	"minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]"
"109"	"ENSG00000073150"	46.415961185043	1.90956942235407	0.551110416342867	3.52110943984332	0.000429745213315572	0.00563825719870031	56666	"PANX2"	"pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]"
"110"	"ENSG00000073282"	29.7526580506341	1.99005619248249	0.508136864596687	3.93103599358826	8.45806068678959e-05	0.00154248855329107	8626	"TP63"	"tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]"
"111"	"ENSG00000073792"	198.703682076638	2.09971378333701	0.57110901251646	3.85721352626013	0.000114686970447365	0.00196041957338729	10644	"IGF2BP2"	"insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]"
"112"	"ENSG00000073861"	267.741993647906	-1.62679069390537	0.57107339974361	-3.21613620757362	0.00129929148914469	0.0134672968177619	30009	"TBX21"	"T-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11599]"
"113"	"ENSG00000074527"	4.05507668496437	-1.8109879898788	0.570605962906724	-2.77474226427316	0.00552454701641162	0.0396673693132702	59277	"NTN4"	"netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]"
"114"	"ENSG00000074660"	145.654246947278	1.72167672142056	0.437886303216811	3.90981796815735	9.23656993225537e-05	0.00165512312515284	8578	"SCARF1"	"scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]"
"115"	"ENSG00000074800"	53100.2432923764	1.75975048648894	0.550245363196317	3.34816347490025	0.000813490108172434	0.00937896491500689	2023	"ENO1"	"enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]"
"116"	"ENSG00000075218"	31.0299536818823	1.41840427164469	0.497193651931888	2.82286555127893	0.00475965270521798	0.03548554641231	51512	"GTSE1"	"G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]"
